iso3c,iso2c,country,year,sh_tbs_incd,sh_sta_mmrt,sh_dyn_mort,dc_dac_jpnl_cd,dc_dac_korl_cd,dc_dac_espl_cd,dc_dac_totl_cd,dc_dac_gbrl_cd,dc_dac_usal_cd,sm_pop_netm,dt_oda_alld_kd,dt_oda_alld_cd,dt_oda_odat_kd,dt_nfl_undp_cd,sh_dyn_aids_zs,se_prm_cmpt_zs,se_enr_prsc_fm_zs,bx_grt_tech_cd_wd,sl_emp_vuln_zs
BLZ,BZ,Belize,2024,34,NA,NA,NA,NA,NA,NA,NA,NA,490,NA,NA,NA,NA,1.2,94.2174145299145,NA,NA,29.9971688319859
BLZ,BZ,Belize,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BOL,BO,Bolivia,2000,402,287,75.7,43729999.5422363,109999.999403954,22440000.5340576,361610002.513975,12590000.1525879,97370002.746582,-26940,691653686.523438,426082000.732422,691653686.523438,1389999.98569489,0.3,NA,0.965309977531433,141260000,71.9102148708161
BOL,BO,Bolivia,2001,382,276,71.4,65910003.6621094,500000,29690000.5340576,562970007.974655,45580001.8310547,119050003.051758,-24405,1120547485.35156,675960266.113281,1120547485.35156,1240000.00953674,0.3,NA,0.967830002307892,220140000,71.717652811025
BOL,BO,Bolivia,2002,362,262,67.4,37500000,200000.002980232,30760000.2288818,504959996.45628,14189999.5803833,127699996.948242,-22188,966732482.910156,600330932.617188,966732482.910156,949999.988079071,0.3,NA,0.970149993896484,201440000,71.3428845346001
BOL,BO,Bolivia,2003,342,256,63.5,32319999.6948242,540000.021457672,51610000.6103516,626590008.201078,13100000.3814697,248320007.324219,-19621,1093639648.4375,762626892.089844,1093639648.4375,1830000.04291534,0.3,NA,0.973890006542206,256230000,68.6845799150333
BOL,BO,Bolivia,2004,321,251,59.9,50819999.6948242,589999.973773956,54540000.9155273,594439997.710288,50830001.8310547,137559997.558594,-17385,898492370.605469,706658569.335938,898492370.605469,1419999.95708466,0.3,NA,0.97706001996994,233660000,68.398786494882
BOL,BO,Bolivia,2005,300,242,56.4,40580001.8310547,4360000.1335144,66680000.3051758,481140003.345907,-24290000.9155273,139610000.610352,-15594,692515747.070313,542883361.816406,692515747.070313,910000.026226044,0.3,NA,0.981779992580414,236570000,68.1334015628131
BOL,BO,Bolivia,2006,279,236,53.1,100419998.168945,4500000,51599998.4741211,626349991.366267,8689999.5803833,193089996.337891,-14107,975468078.613281,807596679.6875,975468078.613281,1059999.94277954,0.3,NA,0.9860799908638,299090000,69.0915700718119
BOL,BO,Bolivia,2007,257,224,50,36930000.3051758,8659999.84741211,74629997.253418,405489992.562681,-105190002.441406,122389999.389648,-13669,518062500,438792480.46875,518062500,1620000.00476837,0.3,NA,0.989629983901978,105580000,65.4201974637439
BOL,BO,Bolivia,2008,235,214,47.2,35479999.5422363,5230000.01907349,93000000,544470000.624657,1019999.98092651,123819999.694824,-13418,626160888.671875,589157653.808594,626160888.671875,1639999.98569489,0.3,NA,0.990760028362274,134530000,65.4125948848405
BOL,BO,Bolivia,2009,214,205,44.5,31780000.6866455,1840000.0333786,97599998.4741211,562960003.495216,529999.971389771,101550003.051758,-13055,656504272.460938,611689575.195313,656504272.460938,2049999.95231628,0.3,NA,0.992380023002625,153930000,63.8124807589565
BOL,BO,Bolivia,2010,195,196,42,54200000.7629395,1659999.9666214,69010002.1362305,496330010.652542,79999.9982118607,60330001.8310547,-12590,536424316.40625,513760009.765625,536424316.40625,1539999.96185303,0.3,97.4708397438191,0.994979977607727,128130000,64.6038081087248
BOL,BO,Bolivia,2011,177,187,39.7,39220001.2207031,1350000.02384186,51380001.0681152,480940003.57762,140000.000596046,59069999.6948242,-12106,543388610.839844,545965576.171875,543388610.839844,1509999.99046326,0.3,97.3701620172007,0.997250020503998,110560000,65.3774636104482
BOL,BO,Bolivia,2012,161,180,37.5,20420000.0762939,5639999.8664856,23680000.3051758,393531456.245109,1019999.98092651,50880001.0681152,-11689,694344360.351563,661718444.824219,694344360.351563,1917096.0187912,0.3,98.2205353399386,0.991159975528717,117357553,63.1116316927195
BOL,BO,Bolivia,2013,147,175,35.4,13779999.7329712,6764781.9519043,19829999.9237061,355160838.453332,955626.010894775,26629999.1607666,-11369,717986877.441406,702299255.371094,717986877.441406,2037208.08029175,0.3,95.5128064390064,0.986109972000122,96705782,65.3711622818641
BOL,BO,Bolivia,2014,134,171,33.5,14930000.3051758,17206636.428833,16934949.8748779,322531869.691797,1127439.97573853,34750000,-10971,692092651.367188,674557189.941406,692092651.367188,2230715.03639221,0.3,91.7140589292256,0.983799993991852,93334426,65.435299536553
BOL,BO,Bolivia,2015,123,166,31.8,10659999.8474121,20618562.6983643,6965223.78921509,256885236.974806,1261734.00878906,2162297.96409607,-10525,906381347.65625,791314147.949219,906381347.65625,850952.982902527,0.3,89.5214525028281,0.982349991798401,79400437,67.3596828992072
BOL,BO,Bolivia,2016,113,162,30.3,10989999.7711182,18331119.5373535,14758577.3468018,278803808.467288,296761.006116867,2259680.0327301,-10071,803799865.722656,696505126.953125,803799865.722656,841895.997524261,0.3,90.0554272119164,0.982200026512146,74906443,67.1344421590832
BOL,BO,Bolivia,2017,104,160,29,10750732.421875,18695537.5671387,15476093.2922363,413146509.079379,598258.972167969,2333440.06538391,-9669,1068444335.9375,949160339.355469,1068444335.9375,772763.013839722,0.3,91.3607050454169,0.983070015907288,71909295,65.6688233715507
BOL,BO,Bolivia,2018,98,157,27.8,9204097.74780273,15411744.1177368,28024749.7558594,305240841.001272,764200.985431671,856570.00541687,-9344,785882568.359375,728865722.65625,785882568.359375,357908.010482788,0.3,94.1732848592557,0.984809994697571,71082172,65.7380978893668
BOL,BO,Bolivia,2019,95,156,26.7,22294252.3956299,22434858.3221436,16284034.7290039,409249999.242486,2007138.96751404,1368630.05161285,-8981,777752563.476563,709306457.519531,777752563.476563,403860.002756119,0.3,90.8282080372604,0.988470017910004,54397126,64.1768785065462
BOL,BO,Bolivia,2020,94,218,25.7,14847002.9830933,13589056.0150146,19936489.1052246,236766119.233565,1925099.0152359,6872713.08898926,-4663,361932312.011719,340416137.695313,361932312.011719,498270.004987717,0.4,92.1121793096985,0.994159996509552,56082380,66.6040077034208
BOL,BO,Bolivia,2021,96,270,24.8,23578525.5432129,9441094.39849854,42423645.0195313,397658123.170957,2068048.95401001,8393870.35369873,-4663,505986175.537109,507969451.904297,505986175.537109,516864.001750946,0.4,NA,NA,179215565,66.0892897307924
BOL,BO,Bolivia,2022,99,164,23.9,26753526.6876221,15032030.1055908,28900583.2672119,239083139.156923,1006808.04252625,5003960.13259888,-3008,353095001.220703,335734771.728516,353095001.220703,944317.996501923,0.4,96.544110752129,NA,60184247,64.3683028020439
BOL,BO,Bolivia,2023,105,146,23.1,15561065.6738281,12527832.03125,32424530.0292969,454517704.808619,21192.9995566607,2822731.97174072,-3008,764393493.652344,764393493.652344,764393493.652344,NA,0.4,96.2025910226778,NA,54797570,63.0558406178017
BOL,BO,Bolivia,2024,114,NA,NA,NA,NA,NA,NA,NA,NA,-3000,NA,NA,NA,NA,0.4,NA,NA,NA,62.9291042346411
BOL,BO,Bolivia,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRA,BR,Brazil,2000,49,69,34.5,169610000.610352,NA,5579999.92370605,239510000.716895,9779999.73297119,-57849998.4741211,-45800,279829956.054688,255680694.580078,279829956.054688,-389999.985694885,0.3,NA,NA,179290000,30.2047258950805
BRA,BR,Brazil,2001,46,66,32.2,106110000.610352,39999.9991059303,6519999.98092651,226480004.567653,12109999.6566772,-70750000,-51600,362035400.390625,252017349.243164,362035400.390625,319999.992847443,0.3,NA,NA,162000000,29.9897609694399
BRA,BR,Brazil,2002,50,66,30.1,117599998.474121,39999.9991059303,6239999.77111816,213040000.321343,16620000.8392334,-37139999.3896484,-42008,301650573.730469,236407394.40918,301650573.730469,400000.005960464,0.3,NA,1.0129599571228,170800000,30.0866840763169
BRA,BR,Brazil,2003,51,67,28.1,92209999.0844727,50000.0007450581,7079999.92370605,205749998.969957,13500000,-56080001.8310547,-55350,257625457.763672,229301376.342773,257625457.763672,990000.009536743,0.3,NA,1.03544998168945,213470000,30.1785257482827
BRA,BR,Brazil,2004,52,70,26.3,41709999.0844727,189999.997615814,9850000.38146973,154629998.611286,11050000.1907349,-57459999.0844727,-76661,188069412.231445,178276565.551758,188069412.231445,1110000.01430511,0.3,NA,1.03352999687195,194660000,29.6901297706027
BRA,BR,Brazil,2005,48,71,24.6,30750000,189999.997615814,10159999.8474121,191730001.421645,6539999.96185303,-25930000.3051758,-88868,248957382.202148,217244155.883789,248957382.202148,670000.016689301,0.3,NA,1.02884995937347,191600000,29.6544876944097
BRA,BR,Brazil,2006,44,72,23.1,-13060000.4196167,219999.998807907,17219999.3133545,83760001.2533366,1580000.04291534,-67860000.6103516,-90634,119174438.476563,110200004.577637,119174438.476563,959999.978542328,0.3,NA,NA,204170000,28.6572677191098
BRA,BR,Brazil,2007,44,73,21.7,-9909999.84741211,159999.996423721,32799999.2370605,296040005.479007,3049999.95231628,3849999.90463257,-107481,350007293.701172,328590820.3125,350007293.701172,370000.004768372,0.3,NA,1.04399001598358,246900000,28.2495822888988
BRA,BR,Brazil,2008,44,71,20.5,93279998.7792969,519999.980926514,36840000.1525879,427699998.874218,13500000,12329999.9237061,-141056,454779998.779297,468634643.554688,454779998.779297,500000,0.3,NA,1.03873002529144,235440000,26.4611469990898
BRA,BR,Brazil,2009,43,69,19.5,-93209999.0844727,360000.014305115,64879997.253418,328290002.254769,13069999.6948242,8140000.34332275,-220207,424620605.46875,374810668.945313,424620605.46875,920000.016689301,0.4,NA,1.04416000843048,230900000,26.162873506076
BRA,BR,Brazil,2010,42,66,18.6,-62650001.5258789,370000.004768372,26389999.3896484,420859992.938116,40729999.5422363,20709999.0844727,-261539,501064575.195313,437130004.882813,501064575.195313,1379999.99523163,0.4,NA,NA,239010000,25.8550019135957
BRA,BR,Brazil,2011,42,62,17.9,157199996.948242,800000.011920929,21100000.3814697,799150007.782504,49369998.9318848,29790000.9155273,-235860,785109191.894531,840694885.253906,785109191.894531,959999.978542328,0.4,NA,1.02467000484467,213280000,25.5304982941098
BRA,BR,Brazil,2012,42,60,17.2,-253639999.389648,519999.980926514,10529999.7329712,1268111640.44216,74230003.3569336,22540000.9155273,-179707,1390117309.57031,1288543701.17188,1390117309.57031,953419.983386993,0.4,NA,1.02224004268646,241830785,25.3469708350551
BRA,BR,Brazil,2013,42,61,16.7,-14350000.3814697,687005.996704102,7440000.05722046,1161510875.02483,8511504.17327881,22579999.9237061,-157228,1034091796.875,1155725097.65625,1034091796.875,937382.996082306,0.5,NA,1.01664996147156,235931987,25.4302488749907
BRA,BR,Brazil,2014,41,63,16.3,15380000.1144409,123790.003359318,5299045.08590698,882010165.583051,16741195.6787109,16969999.3133545,-145732,907207824.707031,914151489.257813,907207824.707031,444285.005331039,0.5,NA,1.01811003684998,237617827,25.3338754286233
BRA,BR,Brazil,2015,41,63,16,3670000.07629395,3452.99998298287,4364247.79891968,972285173.891578,31911785.1257324,14634789.4668579,-173611,1175978759.76563,1003186096.19141,1175978759.76563,429040.998220444,0.5,NA,1.01473999023438,189581477,26.2570850324328
BRA,BR,Brazil,2016,41,64,16.8,-14149999.6185303,17038.9991253614,4741096.01974487,643309031.217592,72434356.6894531,19029771.8048096,-92989,803310913.085938,674627136.230469,803310913.085938,184919.998049736,0.6,NA,1.00854003429413,200842645,26.6500334165773
BRA,BR,Brazil,2017,43,61,15.4,-38185630.7983398,36417.9983735085,5004746.91390991,237359395.998297,27973991.394043,21114080.4290771,-156296,322281829.833984,273873596.191406,322281829.833984,150000.005960464,0.6,NA,1.00513005256653,201989822,26.9085129573391
BRA,BR,Brazil,2018,45,62,15.2,-13060529.7088623,7292.99988597631,5115208.1489563,401905693.87551,33289733.8867188,24282480.2398682,-230334,485613464.355469,444970092.773438,485613464.355469,150000.005960464,0.6,NA,1.00668001174927,180680441,27.1841141875625
BRA,BR,Brazil,2019,45,65,15,-28875442.5048828,1372990.9658432,4481429.10003662,243859150.951263,43559955.5969238,38966083.5266113,-129216,319937683.105469,273563262.939453,319937683.105469,359479.993581772,0.6,NA,1.00990998744965,189663812,27.6011508281783
BRA,BR,Brazil,2020,45,85,14.9,72731445.3125,2554588.07945251,5397256.85119629,473863569.120876,43507705.6884766,48938541.4123535,-78437,650663757.324219,613681701.660156,650663757.324219,188029.006123543,0.7,NA,1.00648999214172,196689358,27.9396077371374
BRA,BR,Brazil,2021,47,128,14.7,246999130.249023,973371.028900146,6926556.11038208,1072141043.17129,38854766.8457031,46859699.2492676,-208581,1076352416.99219,1115631103.51563,1076352416.99219,311390.01250267,0.7,NA,NA,184480527,29.3798050062589
BRA,BR,Brazil,2022,49,104,14.6,8897096.63391113,1581529.97493744,5199353.21807861,536509923.152626,17944150.9246826,45594097.1374512,-253639,617195007.324219,578414184.570313,617195007.324219,329764.991998672,0.7,NA,NA,170571629,27.8044136163908
BRA,BR,Brazil,2023,49,67,14.4,154528518.676758,1739307.04593658,6474476.81427002,640641653.966159,77548866.2719727,57648426.0559082,-240059,699971862.792969,699971862.792969,699971862.792969,NA,0.7,NA,NA,186712907,27.0083134719641
BRA,BR,Brazil,2024,49,NA,NA,NA,NA,NA,NA,NA,NA,-225510,NA,NA,NA,NA,0.7,NA,NA,NA,26.3285463035743
BRA,BR,Brazil,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRB,BB,Barbados,2000,1.1,46,14.4,289999.99165535,NA,9999.99977648258,2890000.02481044,189999.997615814,300000.011920929,-2628,3273426.0559082,1799999.95231628,3273426.0559082,9999.99977648258,1,98.6838836669922,1.0069500207901,1220000,12.5193319499818
BRB,BB,Barbados,2001,2.3,46,14.5,379999.995231628,9999.99977648258,19999.9995529652,649999.892339105,259999.990463257,1799999.95231628,199,-129342.004656792,319999.992847443,-129342.004656792,NA,1,104.888130187988,0.99533998966217,3260000,13.5176531873702
BRB,BB,Barbados,2002,1.9,43,14.7,430000.007152557,90000.0035762787,19999.9995529652,4760000.06683171,1200000.04768372,629999.995231628,308,7378683.09020996,4750000,7378683.09020996,NA,1,102.768249511719,0.995400011539459,2670000,13.7474723214355
BRB,BB,Barbados,2003,3.3,45,14.8,850000.023841858,9999.99977648258,19999.9995529652,21509999.7352809,209999.993443489,730000.019073486,248,29404420.8526611,21270000.4577637,29404420.8526611,29999.9993294477,1.1,109.012657165527,0.994340002536774,2180000,13.7188866953122
BRB,BB,Barbados,2004,7.1,43,14.9,810000.002384186,NA,19999.9995529652,30220000.0975281,330000.013113022,930000.007152557,273,37638198.8525391,30299999.2370605,37638198.8525391,360000.014305115,1.1,104.556350708008,0.992079973220825,2310000,14.089213203674
BRB,BB,Barbados,2005,3.5,44,14.8,620000.004768372,50000.0007450581,29999.9993294477,-1049999.775365,2440000.05722046,1460000.03814697,330,-832047.998905182,-629999.995231628,-832047.998905182,259999.990463257,1.1,100.718826293945,0.993229985237122,4910000,14.2596817683487
BRB,BB,Barbados,2006,1.9,45,14.7,119999.997317791,50000.0007450581,19999.9995529652,-1079999.66107308,39999.9991059303,2380000.11444092,317,-442032.009363174,-889999.985694885,-442032.009363174,39999.9991059303,1.2,103.348342895508,1.00021994113922,2710000,14.3889324931965
BRB,BB,Barbados,2007,5.9,42,14.5,100000.001490116,59999.9986588955,NA,13320000.2163649,2500000,529999.971389771,308,20223110.1989746,18700000.7629395,20223110.1989746,50000.0007450581,1.2,99.2749633789062,1.00935995578766,3280000,14.6143115994133
BRB,BB,Barbados,2008,1.1,42,14.3,90000.0035762787,NA,159999.996423721,6499999.95529652,180000.007152557,389999.985694885,526,9524705.88684082,9279999.73297119,9524705.88684082,239999.994635582,1.2,98.5796203613281,1.01191997528076,1070000,14.8209879215551
BRB,BB,Barbados,2009,0.73,42,14.1,39999.9991059303,NA,29999.9993294477,10650000.0078231,449999.988079071,330000.013113022,296,12499869.3466187,11750000,12499869.3466187,219999.998807907,1.2,97.4724426269531,1.0108699798584,2210000,15.1295093052656
BRB,BB,Barbados,2010,2.2,42,13.9,1200000.04768372,NA,39999.9991059303,14800000.4068017,79999.9982118607,109999.999403954,-36,16046358.1085205,15579999.9237061,16046358.1085205,250000,1.2,94.9396958573676,1.01068997383118,1850000,15.48331275005
BRB,BB,Barbados,2011,0,41,13.7,NA,NA,NA,NA,NA,NA,-54,NA,NA,NA,NA,1.2,96.1538461538462,1.01800000667572,NA,15.7970594572106
BRB,BB,Barbados,2012,1.4,40,13.5,NA,NA,NA,NA,NA,NA,-64,NA,NA,NA,NA,1.2,NA,NA,NA,16.1512986670087
BRB,BB,Barbados,2013,1.4,40,13.3,NA,NA,NA,NA,NA,NA,-65,NA,NA,NA,NA,1.2,NA,NA,NA,16.4610611323891
BRB,BB,Barbados,2014,1.8,39,13.1,NA,NA,NA,NA,NA,NA,-65,NA,NA,NA,NA,1.2,NA,1.01625001430511,NA,16.3635528612106
BRB,BB,Barbados,2015,0,37,12.8,NA,NA,NA,NA,NA,NA,-65,NA,NA,NA,NA,1.2,NA,1.01370000839233,NA,16.2579753056731
BRB,BB,Barbados,2016,1.1,36,12.5,NA,NA,NA,NA,NA,NA,-65,NA,NA,NA,NA,1.2,NA,1.0222100019455,NA,17.4774800995387
BRB,BB,Barbados,2017,0,37,12.1,NA,NA,NA,NA,NA,NA,-65,NA,NA,NA,NA,1.2,NA,1.00207996368408,NA,18.8232988852764
BRB,BB,Barbados,2018,0.36,37,11.8,NA,NA,NA,NA,NA,NA,-65,NA,NA,NA,NA,1.2,86.5113759479957,0.999639987945557,NA,19.5763129658092
BRB,BB,Barbados,2019,0,36,11.4,NA,NA,NA,NA,NA,NA,-65,NA,NA,NA,NA,1.1,81.3846153846154,0.998679995536804,NA,20.0438853130485
BRB,BB,Barbados,2020,2.1,39,11.1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1.1,90.5820977484898,1.00007998943329,NA,19.7125240906962
BRB,BB,Barbados,2021,0.35,38,10.7,NA,NA,NA,NA,NA,NA,-28,NA,NA,NA,NA,1.1,94.9681897050318,0.99848997592926,NA,18.9383806650285
BRB,BB,Barbados,2022,1.8,38,10.4,NA,NA,NA,NA,NA,NA,-80,NA,NA,NA,NA,1.1,87.0643827525103,NA,NA,19.1530324450665
BRB,BB,Barbados,2023,0.71,35,10,NA,NA,NA,NA,NA,NA,-80,NA,NA,NA,NA,1.1,92.1521279806822,NA,NA,19.2520697352434
BRB,BB,Barbados,2024,1,NA,NA,NA,NA,NA,NA,NA,NA,-70,NA,NA,NA,NA,1,85.2842809364548,NA,NA,19.0603535637878
BRB,BB,Barbados,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHL,CL,Chile,2000,33,33,10.9,21350000.3814697,29999.9993294477,-1590000.0333786,46430001.9834191,150000.005960464,-19049999.2370605,7067,69189529.4189453,50540466.3085938,69189529.4189453,1139999.98569489,0.2,NA,0.995980024337769,55510000,21.7595433210313
CHL,CL,Chile,2001,31,32,10.3,21850000.3814697,79999.9982118607,-2890000.10490417,47579999.3555992,NA,-18120000.8392334,6346,82040122.9858398,55861755.3710938,82040122.9858398,3150000.09536743,0.2,NA,NA,55840000,21.6490768553765
CHL,CL,Chile,2002,24,30,9.8,-39569999.6948242,29999.9993294477,1740000.00953674,-6650000.76033174,289999.99165535,-18440000.5340576,7824,23475341.796875,-7071642.87567139,23475341.796875,-4559999.94277954,0.2,NA,0.994989991188049,45840000,21.5686560496095
CHL,CL,Chile,2003,21,29,9.5,7070000.17166138,59999.9986588955,1970000.02861023,71979999.7974188,419999.986886978,-3019999.98092651,9225,108653427.124023,80327888.4887695,108653427.124023,200000.002980232,0.2,NA,0.992900013923645,57040000,21.4646255257433
CHL,CL,Chile,2004,24,28,9.3,-34580001.8310547,569999.992847443,3380000.11444092,39459999.3284791,1059999.94277954,-1740000.00953674,11495,84908378.6010742,54106151.5808105,84908378.6010742,500000,0.2,NA,0.982309997081757,64470000,21.2191814264433
CHL,CL,Chile,2005,22,27,9.1,10569999.6948242,500000,4130000.11444092,115190001.280978,1049999.95231628,-119999.997317791,14289,205854949.951172,170747985.839844,205854949.951172,649999.976158142,0.2,NA,0.983070015907288,59050000,20.9831423537935
CHL,CL,Chile,2006,21,27,9,8079999.92370605,310000.002384186,4309999.94277954,91280001.282692,860000.014305115,-310000.002384186,17285,115362739.562988,98885978.6987305,115362739.562988,19999.9995529652,0.3,NA,0.986660003662109,50960000,20.6557737731495
CHL,CL,Chile,2007,20,26,8.9,8750000,239999.994635582,6699999.80926514,95060000.4885346,519999.980926514,-1059999.94277954,20170,110840728.759766,106264472.961426,110840728.759766,540000.021457672,0.3,NA,0.986729979515076,45980000,20.4238694012793
CHL,CL,Chile,2008,20,24,8.9,6599999.90463257,340000.003576279,7139999.8664856,93690001.104027,479999.989271164,949999.988079071,22488,98503417.96875,102935646.057129,98503417.96875,649999.976158142,0.3,NA,0.985719978809357,61950000,20.2827253700611
CHL,CL,Chile,2009,19,24,8.8,7900000.09536743,100000.001490116,9560000.4196167,70800001.429394,589999.973773956,1840000.0333786,24324,76170402.5268555,75960556.0302734,76170402.5268555,870000.004768372,0.3,NA,0.988659977912903,68740000,20.1151139848596
CHL,CL,Chile,2010,19,22,8.7,15909999.8474121,2430000.0667572,11260000.2288818,173649995.571002,660000.026226044,13109999.6566772,26048,187912322.998047,179580001.831055,187912322.998047,949999.988079071,0.3,NA,1.00042998790741,65740000,19.9468654027448
CHL,CL,Chile,2011,19,20,8.6,4170000.07629395,209999.993443489,8220000.26702881,152460000.235587,550000.011920929,3700000.04768372,28086,163892639.160156,161195037.841797,163892639.160156,1649999.97615814,0.3,95.0724105834961,0.99864000082016,55560000,19.9359022365088
CHL,CL,Chile,2012,18,18,8.4,6250000,150000.005960464,829999.983310699,112803834.972903,1399999.97615814,1669999.95708466,30870,126411880.493164,128081344.604492,126411880.493164,1241459.01203156,0.4,97.4051208496094,1.00057995319366,64948615,19.1568100362915
CHL,CL,Chile,2013,18,17,8.2,3619999.88555908,296469.986438751,870000.004768372,65198532.7769071,3085364.10331726,1509999.99046326,36529,80153808.59375,80556152.34375,80153808.59375,1026556.96868896,0.4,96.9979019165039,0.9896399974823,58861212,19.1954319216634
CHL,CL,Chile,2014,17,16,8.1,2920000.07629395,10332.9997509718,1196110.96382141,231282114.367932,2615843.05763245,2779999.97138977,52702,253161651.611328,245578552.246094,253161651.611328,910983.026027679,0.4,98.1664199829102,0.989369988441467,56416767,19.9398426850485
CHL,CL,Chile,2015,18,14,7.9,2720000.02861023,101727.001368999,871580.004692078,39060874.0681783,7109283.92410278,1539451.00307465,55689,62043510.4370117,54329479.2175293,62043510.4370117,748274.028301239,0.4,97.77294921875,0.988600015640259,41511412,19.8407454018785
