iso3c,iso2c,country,year,sh_tbs_incd,sh_sta_mmrt,sh_dyn_mort,dc_dac_jpnl_cd,dc_dac_korl_cd,dc_dac_espl_cd,dc_dac_totl_cd,dc_dac_gbrl_cd,dc_dac_usal_cd,sm_pop_netm,dt_oda_alld_kd,dt_oda_alld_cd,dt_oda_odat_kd,dt_nfl_undp_cd,sh_dyn_aids_zs,se_prm_cmpt_zs,se_enr_prsc_fm_zs,bx_grt_tech_cd_wd,sl_emp_vuln_zs
CRI,CR,Costa Rica,2003,21,33,11.8,-4239999.77111816,379999.995231628,10050000.1907349,33079999.6610731,19319999.6948242,-21020000.4577637,5216,52270935.0585938,40010261.5356445,52270935.0585938,379999.995231628,0.2,NA,NA,26900000,26.8838561691876
CRI,CR,Costa Rica,2004,26,33,11.5,-5239999.77111816,529999.971389771,9930000.30517578,18800001.3567507,-15939999.5803833,-15050000.1907349,4856,34449157.7148438,25764638.9007568,34449157.7148438,519999.980926514,0.2,90.486572265625,1.00100004673004,27360000,28.1598751397948
CRI,CR,Costa Rica,2005,19,31,11.3,-1409999.9666214,449999.988079071,2250000,27749999.9143184,5909999.84741211,-12010000.2288818,4567,37545799.2553711,32614971.1608887,37545799.2553711,439999.997615814,0.2,90.8368606567383,1.0006400346756,27220000,26.0154200192253
CRI,CR,Costa Rica,2006,17,30,11.2,6079999.92370605,649999.976158142,3039999.96185303,28169999.325648,-460000.00834465,-9600000.38146973,4321,33731201.171875,31863306.0455322,33731201.171875,409999.996423721,0.2,84.5534973144531,1.00516998767853,28550000,26.5230861977778
CRI,CR,Costa Rica,2007,18,30,11.1,17319999.6948242,1730000.01907349,9989999.77111816,58139998.1714785,-11970000.2670288,-2890000.10490417,4080,64455513.0004883,64411819.4580078,64455513.0004883,680000.007152557,0.3,90.4468002319336,1.00233995914459,43230000,24.652112632804
CRI,CR,Costa Rica,2008,16,30,10.9,-1159999.9666214,829999.983310699,15479999.5422363,67919999.3368237,-150000.005960464,-119999.997317791,3794,77972366.3330078,77130180.3588867,77972366.3330078,730000.019073486,0.3,89.6069488525391,1.00672996044159,34930000,24.5906131158125
CRI,CR,Costa Rica,2009,14,29,10.7,58290000.9155273,90000.0035762787,9310000.4196167,105710001.453757,2559999.94277954,-550000.011920929,3432,97088233.9477539,112613204.956055,97088233.9477539,1210000.03814697,0.3,95.8849563598633,1.00806999206543,30030000,24.5211458632142
CRI,CR,Costa Rica,2010,15,29,10.5,63740001.6784668,189999.997615814,5179999.82833862,93130001.28977,769999.980926514,-389999.985694885,2357,78965911.8652344,96900001.5258789,78965911.8652344,970000.028610229,0.3,94.6768569946289,1.00734996795654,29390000,23.8317143711872
CRI,CR,Costa Rica,2011,15,28,10.2,-2839999.91416931,230000.004172325,4579999.92370605,28559999.4547665,310000.002384186,5369999.88555908,1695,38158054.3518066,35553718.5668945,38158054.3518066,560000.002384186,0.3,97.6400909423828,1.00841999053955,26830000,23.6826340732098
CRI,CR,Costa Rica,2012,14,27,9.8,-8430000.30517578,250000,819999.992847443,23681866.5843457,1039999.96185303,5679999.82833862,1587,35120059.967041,28463691.7114258,35120059.967041,456824.004650116,0.4,93.8234100341797,1.01006996631622,31370735,24.9781285769893
CRI,CR,Costa Rica,2013,12,27,9.5,-8350000.38146973,693217.992782593,-1250000,26869664.5125747,172958.999872208,5949999.80926514,1579,35741638.1835938,32822322.845459,35741638.1835938,493151.009082794,0.4,95.2266616821289,1.02138996124268,28931151,27.2362890193681
CRI,CR,Costa Rica,2014,13,27,9.2,2890000.10490417,1596845.98445892,1775629.0435791,43633089.5507708,6069972.03826904,9069999.69482422,1589,56657924.6520996,54550724.029541,56657924.6520996,491030.007600784,0.4,92.41845703125,1.02211999893188,29211489,26.6272496600503
CRI,CR,Costa Rica,2015,12,26,9,49680000.3051758,591350.018978119,-2387368.91746521,101304112.845566,1680562.01934814,8517141.34216309,1617,118918319.702148,111296623.22998,118918319.702148,392057.001590729,0.4,93.3269195556641,1.01672005653381,23643727,26.5333002960316
CRI,CR,Costa Rica,2016,9.6,27,8.9,28440000.5340576,895839.989185333,-1277469.99263763,90177221.0993512,1083973.05011749,8513154.02984619,1649,109522132.873535,100722579.956055,109522132.873535,421395.003795624,0.5,92.3986434936523,1.02941000461578,24712964,24.8440335030415
CRI,CR,Costa Rica,2017,9.6,27,8.9,38972560.8825684,1841073.98986816,-1688012.00389862,75871331.8676455,818342.983722687,9535300.25482178,1671,102219520.568848,99262054.4433594,102219520.568848,410212.993621826,0.5,91.2292327880859,1.04103004932404,27884157,24.492541574141
CRI,CR,Costa Rica,2018,10,28,8.9,32090606.6894531,1040930.0327301,-2039987.08724976,84501263.2145662,860758.006572723,10296079.6356201,1673,100765747.070313,99426277.1606445,100765747.070313,239507.004618645,0.5,90.7759780883789,1.04136002063751,24396979,24.6291977643677
CRI,CR,Costa Rica,2019,9.9,26,9.1,18689149.8565674,2706633.0909729,-1448433.99524689,46207104.7762874,1504531.02588654,11087310.7910156,1653,58552040.1000977,57226413.7268066,58552040.1000977,150499.999523163,0.5,93.7287902832031,1.04131996631622,23111966,25.2783664801008
CRI,CR,Costa Rica,2020,9.7,34,9.4,-2339448.92883301,2452785.0151062,-1436627.98404694,187510536.596063,894209.027290344,24077045.4406738,1029,223829574.584961,209971389.770508,223829574.584961,289240.98610878,0.5,98.6216735839844,1.05157005786896,22702176,25.7975182166931
CRI,CR,Costa Rica,2021,9.8,44,9.7,-5932361.12594604,3414824.96261597,6282649.99389648,55702681.1761316,1130972.98145294,32484409.3322754,1018,85692039.4897461,80645805.3588867,85692039.4897461,567448.019981384,0.6,100.330619812012,NA,19144965,25.4165880205252
CRI,CR,Costa Rica,2022,9.8,27,10.1,-8676680.56488037,2505206.10809326,14263813.0187988,164921521.919779,414113.998413086,37082042.6940918,1006,676961975.097656,641308532.714844,676961975.097656,394490.987062454,0.6,93.1707916259766,NA,16808328,24.8774870081078
CRI,CR,Costa Rica,2023,9.5,24,10.5,-3087944.98443604,3806235.07499695,15127055.1681519,131897303.642705,NA,44669826.5075684,995,144591003.417969,144591003.417969,144591003.417969,NA,0.6,100.666328430176,NA,21246009,23.7673101793058
CRI,CR,Costa Rica,2024,9.3,NA,NA,NA,NA,NA,NA,NA,NA,967,NA,NA,NA,NA,0.6,NA,NA,NA,23.5985805149926
CRI,CR,Costa Rica,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUB,CU,Cuba,2000,23,48,8.6,2000000,NA,10579999.9237061,37699999.4572252,170000.001788139,1389999.98569489,-24980,78847480.7739258,45068965.9118652,78847480.7739258,800000.011920929,0.1,97.9279708862305,0.988499999046326,15050000,9.43603939389983
CUB,CU,Cuba,2001,16,46,8.2,1860000.01430511,NA,9659999.84741211,45719999.8423457,3180000.0667572,3619999.88555908,-23442,95873115.5395508,54652873.9929199,95873115.5395508,870000.004768372,0.1,96.2057571411133,0.993399977684021,18850000,10.4119549736886
CUB,CU,Cuba,2002,15,45,7.9,3680000.0667572,NA,13319999.6948242,55309999.4175136,600000.023841858,4550000.19073486,-25535,103143333.435059,62111007.6904297,103143333.435059,589999.973773956,0.1,99.2153701782227,0.971939980983734,28300000,10.4410248365855
CUB,CU,Cuba,2003,13,44,7.6,5789999.96185303,50000.0007450581,14510000.2288818,62649999.8290091,-2430000.0667572,10170000.0762939,-24916,108298652.648926,76538688.659668,108298652.648926,560000.002384186,0.1,96.3404922485352,0.971340000629425,52130000,11.2760042430888
CUB,CU,Cuba,2004,11,44,7.3,3390000.10490417,9999.99977648258,16569999.6948242,74560000.3767759,3319999.9332428,10550000.1907349,-16776,128509857.177734,99467666.6259766,128509857.177734,810000.002384186,0.2,95.3228607177734,0.989419996738434,35310000,11.5007795422568
CUB,CU,Cuba,2005,10,43,7.1,5809999.94277954,9999.99977648258,15220000.2670288,70119999.8166412,9029999.73297119,9840000.15258789,-16561,111582473.754883,90142669.6777344,111582473.754883,990000.009536743,0.2,97.1212768554688,0.994029998779297,32140000,11.2359419548723
CUB,CU,Cuba,2006,10,42,6.9,3390000.10490417,NA,17569999.6948242,59779999.397695,-2930000.0667572,13949999.8092651,-12619,101425292.96875,82213233.9477539,101425292.96875,1129999.99523163,0.2,97.3681335449219,0.999710023403168,37340000,10.1685794272976
CUB,CU,Cuba,2007,9.8,42,6.6,1799999.95231628,NA,23989999.7711182,59200000.3289432,-4860000.1335144,12390000.3433228,-19050,109655105.59082,96546264.6484375,109655105.59082,800000.011920929,0.2,98.0088119506836,0.992500007152557,24870000,9.59554726280699
CUB,CU,Cuba,2008,10,44,6.5,4010000.22888184,140000.000596046,45830001.8310547,95100001.9200147,239999.994635582,11989999.7711182,-29427,128998733.520508,125513534.545898,128998733.520508,800000.011920929,0.3,92.0757293701172,0.991890013217926,37420000,9.79229088401852
CUB,CU,Cuba,2009,8.6,45,6.3,3630000.11444092,NA,37720001.2207031,103940002.121031,949999.988079071,20010000.2288818,-35063,121000946.044922,112560493.469238,121000946.044922,1240000.00953674,0.3,97.4813079833984,0.992110013961792,37300000,9.36291840346313
CUB,CU,Cuba,2010,9.8,44,6.2,5159999.84741211,19999.9995529652,42810001.373291,112930000.118911,389999.985694885,16379999.1607666,-34121,136791778.564453,128179992.675781,136791778.564453,639999.985694885,0.3,95.6623351701072,0.989660024642944,33280000,9.47516549760378
CUB,CU,Cuba,2011,9.3,44,6.1,5010000.22888184,39999.9991059303,19649999.6185303,65070000.6149709,270000.010728836,12720000.2670288,-35313,88819129.9438477,87281341.5527344,88819129.9438477,490000.009536743,0.4,95.1387501807988,0.989809989929199,25350000,14.8255467500509
CUB,CU,Cuba,2012,8.3,42,6,5400000.09536743,NA,7730000.01907349,60272710.1333439,2299999.95231628,12670000.0762939,-36101,87430900.5737305,85755073.5473633,87430900.5737305,534834.027290344,0.4,92.8323215407159,0.997210025787354,20271739,16.3596336890655
CUB,CU,Cuba,2013,8.4,42,6,5659999.84741211,200000.002980232,13350000.3814697,73596799.7340486,1713842.98801422,10310000.4196167,-37619,101350784.301758,99452529.9072266,101350784.301758,619786.977767944,0.4,91.4054427682726,0.992250025272369,18350527,17.2283529136258
CUB,CU,Cuba,2014,8,42,6,5309999.94277954,1070518.9704895,5428839.20669556,75654876.0589212,6515079.02145386,15260000.2288818,-39426,234304061.889648,261544158.935547,234304061.889648,457994.997501373,0.4,95.4007826904437,0.982819974422455,14193545,18.3683679723168
CUB,CU,Cuba,2015,7.5,41,6.1,4960000.03814697,477557.986974716,125629104.614258,181646780.323732,2031295.06111145,7895974.15924072,-24910,639596252.441406,557955932.617188,639596252.441406,422695.01090049703,0.5,95.8838194397084,0.985199987888336,16141264,19.4088398321664
CUB,CU,Cuba,2016,7.3,40,6.2,20479999.5422363,3080518.96095276,2117629394.53125,2290215051.09689,3627984.04693604,9917925.83465576,-24146,3149516357.42188,2698113769.53125,3149516357.42188,441677.004098892,0.5,95.2207449589396,0.991129994392395,13457723,20.3468481512906
CUB,CU,Cuba,2017,7.6,39,6.4,35717906.9519043,2670016.05033875,7017313.00354004,323296719.192993,5602682.11364746,9437700.27160645,-23394,763296325.683594,734722839.355469,763296325.683594,984461.009502411,0.5,95.5746243169399,0.98496001958847,16155615,21.3144886466382
CUB,CU,Cuba,2018,7.6,39,6.6,47475284.576416,1518517.97103882,8745767.59338379,280660020.664334,6202031.13555908,10415619.8501587,-23779,775502380.371094,749779418.945313,775502380.371094,371605.008840561,0.5,91.2210574615276,0.986819982528687,22898471,21.2662835521349
CUB,CU,Cuba,2019,6.8,40,6.9,14215073.5855103,114508.002996445,8307772.63641357,114974017.902277,2666836.977005,13628878.5934448,-23955,512874206.542969,497994049.072266,512874206.542969,617179.989814758,0.5,91.0264788143346,0.988439977169037,23002358,21.3959678962647
CUB,CU,Cuba,2020,6.2,40,7.2,10318548.2025146,2830409.04998779,6463290.21453857,134074160.999618,2356621.0269928,10007895.4696655,-11976,572250122.070313,530086853.027344,572250122.070313,433445.006608963,0.6,95.2889179076367,0.988740026950836,27617675,21.0584273271116
CUB,CU,Cuba,2021,5.4,172,7.6,10160997.3907471,1130978.94191742,6425852.77557373,115030439.577531,2030878.0670166,8005880.35583496,-11976,153885528.564453,153132995.605469,153885528.564453,627367.01965332,0.6,97.4133826355137,1.00246000289917,21578475,20.512754835402
CUB,CU,Cuba,2022,7.7,41,7.9,4382658.95843506,980426.013469696,10907874.1073608,89411245.9658645,691278.994083405,5385272.02606201,-23149,147014404.296875,138591537.475586,147014404.296875,755639.016628265,0.6,93.26632130919,NA,18395709,20.2362786108614
CUB,CU,Cuba,2023,8.1,35,8.3,13996545.791626,1588057.99484253,10782357.2158813,92948013.9892547,550652.980804443,7741189.00299072,-22797,167148452.758789,167148452.758789,167148452.758789,NA,0.6,93.5789089043173,NA,18290350,19.4115163087813
CUB,CU,Cuba,2024,11,NA,NA,NA,NA,NA,NA,NA,NA,-22356,NA,NA,NA,NA,0.6,91.1470947987461,NA,NA,19.3809756587455
CUB,CU,Cuba,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUW,CW,Curacao,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2995,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUW,CW,Curacao,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,-982,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUW,CW,Curacao,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,1035,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUW,CW,Curacao,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,1014,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUW,CW,Curacao,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,1006,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUW,CW,Curacao,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,438,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUW,CW,Curacao,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,489,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUW,CW,Curacao,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,533,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUW,CW,Curacao,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,541,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUW,CW,Curacao,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,484,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUW,CW,Curacao,2010,3.2,NA,NA,NA,NA,NA,NA,NA,NA,242,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUW,CW,Curacao,2011,0.63,NA,NA,NA,NA,NA,NA,NA,NA,1516,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUW,CW,Curacao,2012,0.62,NA,NA,NA,NA,NA,NA,NA,NA,1469,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUW,CW,Curacao,2013,1.2,NA,NA,NA,NA,NA,NA,NA,NA,1283,NA,NA,NA,NA,NA,NA,1.00251996517181,NA,NA
CUW,CW,Curacao,2014,3,NA,NA,NA,NA,NA,NA,NA,NA,1063,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUW,CW,Curacao,2015,4.8,NA,NA,NA,NA,NA,NA,NA,NA,842,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUW,CW,Curacao,2016,2.4,NA,NA,NA,NA,NA,NA,NA,NA,645,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUW,CW,Curacao,2017,5.3,NA,NA,NA,NA,NA,NA,NA,NA,537,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUW,CW,Curacao,2018,4.1,NA,NA,NA,NA,NA,NA,NA,NA,25592,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUW,CW,Curacao,2019,3.8,NA,NA,NA,NA,NA,NA,NA,NA,-9595,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUW,CW,Curacao,2020,3.5,NA,NA,NA,NA,NA,NA,NA,NA,992,NA,NA,NA,NA,NA,NA,1.08203995227814,NA,NA
CUW,CW,Curacao,2021,3.2,NA,NA,NA,NA,NA,NA,NA,NA,503,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUW,CW,Curacao,2022,2.7,NA,NA,NA,NA,NA,NA,NA,NA,518,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUW,CW,Curacao,2023,2.8,NA,NA,NA,NA,NA,NA,NA,NA,518,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUW,CW,Curacao,2024,2.8,NA,NA,NA,NA,NA,NA,NA,NA,513,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUW,CW,Curacao,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CYM,KY,Cayman Islands,2000,13,NA,NA,NA,NA,NA,NA,NA,NA,1021,-6289999.96185303,NA,NA,NA,NA,102.531646728516,0.997879981994629,NA,NA
CYM,KY,Cayman Islands,2001,2.4,NA,NA,NA,NA,NA,NA,NA,NA,1026,-1370000.00476837,NA,NA,NA,NA,104.509803771973,0.963710010051727,NA,NA
CYM,KY,Cayman Islands,2002,0,NA,NA,NA,NA,NA,NA,NA,NA,1019,-2920000.07629395,NA,NA,NA,NA,106.16822052002,1.00487005710602,NA,NA
CYM,KY,Cayman Islands,2003,0,NA,NA,NA,NA,NA,NA,NA,NA,1003,-1950000.04768372,NA,NA,NA,NA,NA,NA,NA,NA
CYM,KY,Cayman Islands,2004,2.2,NA,NA,NA,NA,NA,399999.991059303,NA,239999.994635582,1004,529999.971389771,NA,NA,NA,NA,96.6490325927734,1.00009000301361,NA,NA
CYM,KY,Cayman Islands,2005,0.97,NA,NA,NA,NA,NA,NA,NA,NA,1002,NA,NA,NA,NA,NA,97.6868286132812,0.944350004196167,NA,NA
CYM,KY,Cayman Islands,2006,0,NA,NA,NA,NA,NA,NA,NA,NA,997,NA,NA,NA,NA,NA,97.6702499389648,0.960039973258972,NA,NA
CYM,KY,Cayman Islands,2007,2,NA,NA,NA,NA,NA,NA,NA,NA,990,NA,NA,NA,NA,NA,99.1258697509766,0.971099972724915,NA,NA
CYM,KY,Cayman Islands,2008,2,NA,NA,NA,NA,NA,NA,NA,NA,975,NA,NA,NA,NA,NA,100,1.00919997692108,NA,NA
CYM,KY,Cayman Islands,2009,3.8,NA,NA,NA,NA,NA,NA,NA,NA,951,NA,NA,NA,NA,NA,NA,NA,NA,NA
CYM,KY,Cayman Islands,2010,7.4,NA,NA,NA,NA,NA,NA,NA,NA,978,NA,NA,NA,NA,NA,NA,NA,NA,NA
CYM,KY,Cayman Islands,2011,3.6,NA,NA,NA,NA,NA,NA,NA,NA,1024,NA,NA,NA,NA,NA,106.15141955836,1.00629997253418,NA,NA
CYM,KY,Cayman Islands,2012,11,NA,NA,NA,NA,NA,NA,NA,NA,1060,NA,NA,NA,NA,NA,107.35524256651,1.01102995872498,NA,NA
CYM,KY,Cayman Islands,2013,8.5,NA,NA,NA,NA,NA,NA,NA,NA,1077,NA,NA,NA,NA,NA,107.213114754098,1.01929998397827,NA,NA
CYM,KY,Cayman Islands,2014,0,NA,NA,NA,NA,NA,NA,NA,NA,1105,NA,NA,NA,NA,NA,NA,NA,NA,NA
CYM,KY,Cayman Islands,2015,11,NA,NA,NA,NA,NA,NA,NA,NA,1107,NA,NA,NA,NA,NA,NA,NA,NA,NA
CYM,KY,Cayman Islands,2016,4.8,NA,NA,NA,NA,NA,NA,NA,NA,1094,NA,NA,NA,NA,NA,NA,NA,NA,NA
CYM,KY,Cayman Islands,2017,6.2,NA,NA,NA,NA,NA,NA,NA,NA,1065,NA,NA,NA,NA,NA,NA,NA,NA,NA
CYM,KY,Cayman Islands,2018,4.5,NA,NA,NA,NA,NA,NA,NA,NA,1011,NA,NA,NA,NA,NA,96.514745308311,0.987959980964661,NA,NA
CYM,KY,Cayman Islands,2019,5.9,NA,NA,NA,NA,NA,NA,NA,NA,859,NA,NA,NA,NA,NA,85.2903225806452,NA,NA,NA
CYM,KY,Cayman Islands,2020,2.9,NA,NA,NA,NA,NA,NA,NA,NA,810,NA,NA,NA,NA,NA,NA,NA,NA,NA
CYM,KY,Cayman Islands,2021,2.9,NA,NA,NA,NA,NA,NA,NA,NA,965,NA,NA,NA,NA,NA,93.5929648241206,NA,NA,NA
CYM,KY,Cayman Islands,2022,8.4,NA,NA,NA,NA,NA,NA,NA,NA,942,NA,NA,NA,NA,NA,97.9565772669221,NA,NA,NA
CYM,KY,Cayman Islands,2023,4.1,NA,NA,NA,NA,NA,NA,NA,NA,921,NA,NA,NA,NA,NA,102.59067357513,NA,NA,NA
CYM,KY,Cayman Islands,2024,4.9,NA,NA,NA,NA,NA,NA,NA,NA,896,NA,NA,NA,NA,NA,106.46437994723,NA,NA,NA
CYM,KY,Cayman Islands,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DMA,DM,Dominica,2000,4.4,61,19.4,3630000.11444092,NA,NA,6720000.16830862,1590000.0333786,189999.997615814,-973,20561643.6004639,15280782.699585,20561643.6004639,19999.9995529652,0.4,112.79239654541,1.0604499578476,3290000,NA
DMA,DM,Dominica,2001,5.4,58,19.7,3519999.98092651,39999.9991059303,NA,10079999.8883158,889999.985694885,319999.992847443,-585,30006053.9245605,19692382.8125,30006053.9245605,50000.0007450581,0.4,119.896446228027,1.04516005516052,2750000,NA
DMA,DM,Dominica,2002,2.9,56,20.1,11329999.9237061,280000.001192093,NA,23039999.9264628,1970000.02861023,29999.9993294477,-248,39460903.1677246,29600000.3814697,39460903.1677246,70000.0002980232,0.4,108.167770385742,1.0518000125885,2720000,NA
DMA,DM,Dominica,2003,7.6,55,20.6,2289999.96185303,79999.9982118607,NA,4269999.93436039,1029999.97138977,NA,-252,13859149.9328613,10969523.4298706,13859149.9328613,90000.0035762787,0.4,104.782608032227,1.05834996700287,2260000,NA
DMA,DM,Dominica,2004,8.7,54,21.1,14210000.038147,59999.9986588955,NA,14130000.0343472,-3630000.11444092,NA,-254,30957332.611084,29401189.8040771,30957332.611084,129999.995231628,0.4,108.369102478027,1.03824996948242,2390000,NA
DMA,DM,Dominica,2005,9.7,54,21.6,839999.973773956,109999.999403954,NA,7729999.91290272,889999.985694885,NA,-259,25694316.8640137,21112522.1252441,25694316.8640137,159999.996423721,0.4,109.390678405762,1.03648996353149,2750000,NA
DMA,DM,Dominica,2006,28,54,22.2,540000.021457672,19999.9995529652,NA,14700000.1762062,180000.007152557,59999.9986588955,-316,23160921.0968018,19663000.1068115,23160921.0968018,50000.0007450581,0.4,99.4147796630859,1.02586996555328,1360000,NA
DMA,DM,Dominica,2007,4.4,53,22.8,660000.026226044,509999.990463257,NA,17790000.2021343,NA,29999.9993294477,-297,20943084.7167969,19448888.7786865,20943084.7167969,140000.000596046,0.4,100.913940429688,1.02189004421234,2091864,NA
DMA,DM,Dominica,2008,19,53,23.5,1200000.04768372,NA,NA,19249999.055639,239999.994635582,29999.9993294477,-264,21148923.8739014,21384656.9061279,21148923.8739014,NA,0.4,96.7948684692383,1.00522994995117,3020555,NA
DMA,DM,Dominica,2009,5.8,50,24.2,4460000.03814697,NA,NA,27709999.3508309,NA,NA,-198,36270839.6911621,35947395.324707,36270839.6911621,70000.0002980232,0.4,93.0075836181641,1.03811001777649,5195063,NA
DMA,DM,Dominica,2010,12,50,25,2750000,19999.9995529652,NA,29209999.1310388,300000.011920929,70000.0002980232,-206,31585258.4838867,30940000.5340576,31585258.4838867,109999.999403954,0.4,90.1060070671378,1.03261995315552,1910000,NA
DMA,DM,Dominica,2011,2.9,49,25.7,3480000.01907349,9999.99977648258,39999.9991059303,23770000.2081692,29999.9993294477,NA,307,22709478.3782959,24438293.4570313,22709478.3782959,39999.9991059303,0.4,94.6864111498258,1.02918994426727,1625789,NA
DMA,DM,Dominica,2012,10,51,26.6,660000.026226044,109999.999403954,NA,20644878.1946674,50000.0007450581,NA,-461,26088651.6571045,25677398.6816406,26088651.6571045,41372.0011711121,0.4,97.7040816326531,NA,1466096,NA
DMA,DM,Dominica,2013,4.3,50,27.4,740000.009536743,161632.999777794,NA,20371743.7769519,49756.0016810894,NA,1376,19836519.241333,20084159.8510742,19836519.241333,61260.998249054,0.4,98.001823425293,NA,1823696,NA
DMA,DM,Dominica,2014,1.4,53,28.3,1080000.04291534,153160.005807877,117655.999958515,15531881.0821627,452.000007499009,NA,-431,15850724.2202759,16289354.3243408,15850724.2202759,51412.0012521744,0.4,96.0108795166016,0.995760023593903,1071007,NA
DMA,DM,Dominica,2015,9.9,63,29.3,460000.00834465,180250.003933907,121294.997632504,4057884.11200047,752223.014831543,16497.9994297028,92,13359264.3737793,11706993.1030273,13359264.3737793,3550.0000230968,0.4,97.7272727272727,0.9860600233078,910972,NA
DMA,DM,Dominica,2016,7.2,48,30.2,2910000.08583069,116778.999567032,1746.00002355874,10793912.9294828,59927.0015954971,149391.993880272,-2032,9187041.28265381,8565672.87445068,9187041.28265381,140160.992741585,0.4,101.581395348837,NA,507568,NA
DMA,DM,Dominica,2017,1.5,44,31.2,162965.998053551,12616.0001382232,NA,9960583.19788426,101382.002234459,508629.977703094,-234,22063528.0609131,19221054.0771484,22063528.0609131,171007.007360458,0.5,107.604166666667,NA,1082432,NA
DMA,DM,Dominica,2018,5.9,43,32.1,2330584.04922485,102329.99920845,NA,25643295.8040387,527365.028858185,4763949.87106323,-231,29555009.8419189,26943161.0107422,29555009.8419189,98609.9988222122,0.5,102.043010752688,NA,1459071,NA
DMA,DM,Dominica,2019,15,41,33,541944.026947021,21453.0006051064,9115.99956452847,17475244.9430526,1353085.99472046,3749907.01675415,-228,57498626.7089844,51389430.9997559,57498626.7089844,50000.0007450581,0.5,93.7086092715232,0.991909980773926,2023506,NA
DMA,DM,Dominica,2020,5.2,47,33.8,643629.014492035,NA,NA,5302611.1270301,1258267.99869537,286884.009838104,-225,69497741.6992188,64315681.4575195,69497741.6992188,88651.0014533997,0.5,NA,0.971989989280701,3525036,NA
DMA,DM,Dominica,2021,0,110,34.5,2711965.08407593,NA,5913.00008818507,7321280.21487734,978281.021118164,1197970.03269196,-224,80021385.1928711,79073341.3696289,80021385.1928711,66679.0008544922,0.5,98.3534622192383,0.969980001449585,1143918,NA
DMA,DM,Dominica,2022,0,44,35.1,5280110.83602905,1648.99998344481,NA,13086026.9221012,964690.983295441,36102.0006239414,-202,62047668.4570313,59520240.7836914,62047668.4570313,22893.0003941059,0.5,96.6589889526367,NA,2147122,NA
DMA,DM,Dominica,2023,6,36,35.5,25657.0000201464,NA,NA,4630755.75884432,238390.997052193,247014.001011848,-199,52636611.9384766,52636611.9384766,52636611.9384766,NA,0.5,100.958076477051,NA,2077272,NA
DMA,DM,Dominica,2024,4.5,NA,NA,NA,NA,NA,NA,NA,NA,-200,NA,NA,NA,NA,0.5,93.92575928009,NA,NA,NA
DMA,DM,Dominica,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOM,DO,Dominican Republic,2000,145,76,39.8,29590000.1525879,39999.9991059303,15760000.2288818,57510000.9404123,6420000.07629395,-18799999.2370605,-33256,79326393.1274414,61303333.2824707,79326393.1274414,959999.978542328,1.4,78.3414611816406,1.04057002067566,55890000,40.7529364085715
DOM,DO,Dominican Republic,2001,124,68,38.8,42400001.5258789,100000.001490116,17120000.8392334,115910001.050681,-860000.014305115,29709999.0844727,-36441,168205627.441406,117286666.870117,168205627.441406,129999.995231628,1.4,NA,NA,70310000,41.861278737063
