iso3c,iso2c,country,year,social_development_sp_ado_tfrt,social_development_sl_tlf_acti_1524_fe_zs,social_development_sl_tlf_acti_1524_ma_zs,social_development_sl_tlf_acti_1524_zs,social_development_sl_tlf_acti_fe_zs,social_development_sl_tlf_cact_fe_zs,social_development_sl_tlf_cact_ma_zs,social_development_sg_gen_parl_zs,social_development_sh_hiv_1524_fe_zs,social_development_sh_hiv_1524_ma_zs,social_development_sl_tlf_acti_ma_zs,social_development_sl_tlf_acti_zs,social_development_sp_dyn_le00_fe_in,social_development_sp_dyn_le00_ma_in,social_development_se_enr_prim_fm_zs,social_development_se_enr_prsc_fm_zs,social_development_sl_emp_vuln_fe_zs,social_development_sl_emp_vuln_ma_zs,social_development_sl_uem_totl_fe_zs,social_development_sl_uem_totl_ma_zs,infrastructure_er_h2o_fwag_zs,infrastructure_er_h2o_fwdm_zs,infrastructure_er_h2o_fwin_zs,infrastructure_er_h2o_fwtl_k3,infrastructure_er_h2o_fwtl_zs,infrastructure_is_shp_good_tu,infrastructure_eg_elc_coal_zs,infrastructure_eg_elc_hyro_zs,infrastructure_eg_elc_ngas_zs,infrastructure_eg_elc_nucl_zs,infrastructure_eg_elc_petr_zs,infrastructure_eg_use_elec_kh_pc,infrastructure_it_net_bbnd,infrastructure_it_net_bbnd_p2,infrastructure_bx_gsr_ccis_cd,infrastructure_bx_gsr_ccis_zs,infrastructure_it_mlt_main,infrastructure_it_mlt_main_p2,infrastructure_it_net_user_zs,infrastructure_is_shp_gcnw_xq,infrastructure_it_cel_sets,infrastructure_it_cel_sets_p2,infrastructure_er_h2o_intr_k3,infrastructure_er_h2o_intr_pc,infrastructure_it_net_secr,infrastructure_it_net_secr_p6
ECU,EC,Ecuador,2013,83.498,30.611,51.248,41.1,50.823,48.131,76.686,38.6861313868613,0.2,0.3,78.968,64.879,78.422,73.245,1.00462996959686,1.02394998073578,50.8059473931978,36.0714119442995,3.662,2.712,81.4277072,13.0369026,5.5353902,9.9158,2.24136528028933,1642336,0,47.4550769495314,9.72831226893646,0,41.2819190095435,1297.45264288364,1058450,6.69605,125695914.864901,6.13939034147975,2394770,15.1,40.2791,21.9222834872,16626200,105.182,442.4,27987.3737974413,482,30.492572717827
GRD,GD,Grenada,2013,41.09,NA,NA,NA,NA,NA,NA,33.3333333333333,NA,NA,NA,NA,77.763,72.509,0.956330001354218,0.961449980735779,NA,NA,NA,NA,15.43399119,NA,NA,0.013644444,6.822222,16000,0,0,0,0,99.463888326927,NA,18000,15.8608,10021481.4814815,2.59283810503008,28585,25.2,35,7.9507002354,133000,117.194,0.2,1762.31638866126,19,167.420056922819
GTM,GT,Guatemala,2013,88.548,31.984,67.334,49.842,41.272,39.687,81.543,13.2911392405063,0.1,0.1,83.181,61.882,73.577,68.211,0.97241997718811,0.959980010986328,47.7833879969311,37.2765143966323,3.667,2.688,56.73716194,25.11958124,18.14325682,3.3241,3.04404761904762,1211561,19.9045801526718,44.7996183206107,0,0,12.8435114503817,574.368391359727,352826,2.29296,573598510,19.1381646349675,1863050,12.1,19.7,20.1076328561,21716400,141.131,109.2,7096.74455040531,273,17.7418613760133
GUY,GY,Guyana,2013,80.042,37.34,60.109,48.662,43.048,40.381,71.28,31.3432835820896,0.3,0.2,74.697,58.594,70.499,63.298,NA,NA,33.6265082646888,28.3996948136937,14.843,10.795,94.34484668,4.243095452,1.412057867,1.4447,0.599460580912863,50991,0,0,0,0,91.554693137274,NA,36900,4.91986,13590000,8.25186714433177,156805,20.9,31,9.0725092443,555035,74.0026,241,321324.336251918,7,9.33307200731713
HND,HN,Honduras,2013,91.134,33.494,72.131,53.177,44.604,43.408,81.913,NA,0.1,0.1,83.031,63.902,73.242,68.447,NA,NA,53.6180308422301,37.1353796690853,7.563,4.63,73.30429372,19.60174238,7.093963908,1.607,1.77255680564747,671467,1.18168389955687,33.7149187592319,0,0,56.3515509601182,647.296664588508,68991,0.776115,227935461.144223,9.72818633396134,619095,6.96,17.8,14.0836182217,7767240,87.3776,90.66,10198.8035473747,117,13.161923836784
HTI,HT,Haiti,2013,60.372,32.873,38.506,35.697,63.184,61.46,70.35,4.21052631578947,0.8,0.5,70.835,66.987,65.223,60.111,NA,NA,83.7001609330637,66.7505569786609,16.599,10.988,83.37931034,13.10344828,3.517241379,1.45,11.1478434689014,172516,0,13.3522727272727,0,0,86.5530303030303,87.8466248798468,0,0,26000000,3.98774106671994,41000,0.401,10.6,8.7285540924,7160200,70.0445,13.007,1272.40651426745,14,1.36954649033169
JAM,JM,Jamaica,2013,49.793,27.022,37.784,32.497,57.678,53.938,70.016,12.6984126984127,0.6,0.5,72.541,65.036,74.536,70.34,NA,NA,30.7678837229664,42.7128023332201,12.575,7.407,21.31140483,20.25229259,58.43630258,1.520357143,14.0474650558995,1703949,0,2.79181708784597,0,0,93.7184115523466,1098.5430474044,140816,5.05861,97138638.8944,3.52575515991496,250340,8.99,37.1,28.3043624973,2846200,102.246,10.823,3888.00896077756,203,72.9248654751773
KNA,KN,St. Kitts and Nevis,2013,41.414,NA,NA,NA,NA,NA,NA,6.66666666666667,0.1,0.5,NA,NA,74.859,68.079,1.00784003734589,1.05282998085022,NA,NA,NA,NA,1.282051282,98.71794872,0,0.0122,50.8333333333333,3064,0,0,0,0,96.093339071391,NA,13300,28.2564,6102005.18518518,1.2251947400102,19200,40.8,64.6,4.7567967011,77000,163.59,0.024,509.889736344516,33,701.098387473709
LCA,LC,St. Lucia,2013,38.739,59.799,61.939,60.894,69.837,63.293,75.308,16.6666666666667,0.1,0.1,79.768,74.821,75.569,69.965,0.954678416252136,NA,17.8816636660462,27.1658957369672,23.977,20.7,70.86247086,29.13752914,0,0.0429,14.3,64415,0,0,0,0,99.9765055994988,NA,24704,14.2494,13531393.5943656,1.83184766937464,33500,19.3,49.4,8.4854155987,212063,122.319,0.3,1730.41316498336,23,132.665009315391
MAF,MF,St. Martin (French part),2013,22.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.197,76.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,98.8455772113943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,53.4487827039739
MEX,MX,Mexico,2013,77.805,33.089,59.749,46.447,47.523,44.48,78.935,36.8,0.1,0.3,82.428,64.355,76.819,71.721,0.992240011692047,1.02079999446869,31.3241538731993,26.5554719966515,4.96,4.897,75.71619288,14.64842554,9.635381582,81.65,19.9633251833741,4892881,10.7491801900277,9.4179769612377,55.7501051038426,3.96872109644329,16.1849827629698,2152.84187845165,12747900,10.7719,887870839,3.24019304112031,18593500,15.7,43.46,39.3915348429,106747000,90.2012,409,3456.03896884202,3756,31.7380986967497
NIC,NI,Nicaragua,2013,104.23,31.892,71.001,51.518,49.473,47.063,83.41,40.2173913043478,NA,NA,85.154,66.864,75.507,69.528,0.984010994434357,NA,48.686232971143,37.263149526462,5.474,5.163,80.39633349,16.80116209,2.802504419,1.441104546,0.9225430804686,97731,0,10.9483793517407,0,0,47.6590636254502,538.784009278315,131687,2.20071,153800000,13.8321791528015,324971,5.43,15.5,7.5516753069,6808930,113.789,156.21,26105.2884892573,77,12.8679803704809
PAN,PA,Panama,2013,91.979,33.832,58.802,46.544,54.418,50.208,81.477,8.45070422535211,0.3,0.7,85.141,69.828,80.355,73.97,0.972970008850098,1.00918996334076,28.3103511116511,30.7832725784854,4.797,2.973,38.93645044,60.33915048,0.724399078,1.2148,0.889311859443631,6538075,7.62446974771154,57.5351640991293,0,0,34.4496539406117,2027.53802352687,307266,8.03241,310500000,2.87486690430999,577028,15.1,44.03,43.4136545796,6204640,162.199,136.6,35709.3468300374,990,258.801269119597
PER,PE,Peru,2013,59.087,61.168,70.51,65.79,74.169,70.201,85.634,21.5384615384615,0.1,0.1,88.988,81.557,76.922,72.401,1,0.99210000038147,56.1439938047066,40.9794573540429,3.955,3.259,86.55683044,6.160635481,7.282534079,25.4435,1.55048750761731,2064981,2.79501677929481,51.277984645796,41.5161127200846,0,1.74918402059486,1305.99321837315,1612810,5.40887,123479365.615177,2.27120787298784,3205890,10.8,39.2,30.4951239454,29793300,99.9174,1641,55034.021656575,872,29.2441601977656
PRI,PR,Puerto Rico (US),2013,44.206,18.907,29.127,24.052,40.645,32.477,49.032,NA,NA,NA,58.524,49.209,83.53,76.99,1.01589000225067,1.04548001289368,7.16241331761226,16.8474071386964,11.798,16.168,2.585374733,23.52707555,73.88754971,0.9318,13.1239436619718,1269902,15.934575773484699,0.38620272207933,31.2986669971671,0,51.1625769562305,NA,601570,16.6789,NA,NA,660838,18.3,69,10.994087756,3085150,85.5377,7.1,1955.15426855613,665,183.123604026737
PRY,PY,Paraguay,2013,76.799,46.733,68.867,58.004,60.62,57.676,82.047,17.5,0.1,0.2,84.594,72.704,76.233,70.525,0.971561312675476,NA,40.4558165424561,36.6903501299837,4.967,3.976,78.61583092,15.00207211,6.382096975,2.413,2.06239316239316,10028,0,99.9950315496597,0,0,0.00496845034033885,1612.71854567823,156576,2.61726,12400000,0.962091055110617,437643,7.32,36.9,0.9975780948,7053300,117.9,117,19557.2211696054,154,25.7419834198225
SLV,SV,El Salvador,2013,70.592,30.381,56.134,43.435,50.845,47.404,75.917,26.1904761904762,0.1,0.1,78.79,63.823,75.662,66.524,0.953519999980927,0.970470011234283,45.8981508176276,31.5546122471591,3.331,3.959,61.46165663,27.30333189,11.23501148,2.033540071,13.0104930966091,180634,0,28.5395408163265,0,0,39.5567602040816,978.84958377308806,284428,4.63325,146513796.977224,6.84049831044829,960535,15.6,23.1093,7.7256038859,8991900,146.476,15.63,2546.08403966939,175,28.5070189982177
SUR,SR,Suriname,2013,61.121,25.134,44.97,35.289,47.12,42.86,65.907,11.7647058823529,0.7,0.6,70.933,59.257,73.571,66.945,1.01486003398895,1.14540994167328,16.1321300778783,19.520433076701,11.149,3.676,69.99512908,8.004546193,22.00032473,0.6159,0.622121212121212,108020,0,41.9548872180451,0,0,57.9949874686717,3108.85381884644,37095,6.5191,9684819.77472155,5.62535778031228,84941,14.9,37.4,8.9402497522,868600,152.648,99,173983.339777161,19,33.3907419774349
SXM,SX,Sint Maarten (Dutch part),2013,32.476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.547,72.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80655,0,0,0,0,100,NA,NA,NA,15139664.8044693,1.42456132973076,NA,NA,NA,9.1250421818,NA,NA,NA,NA,12,334.690690020639
TCA,TC,Turks and Caicos Islands,2013,23.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.261,75.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,NA,NA,NA,NA,NA,4000,11.9,NA,NA,NA,NA,NA,NA,28,832.020919383116
TTO,TT,Trinidad and Tobago,2013,39.676,38.027,52.032,45.118,58.49,52.957,74.807,28.5714285714286,NA,NA,80.072,69.217,75.716,69.826,NA,NA,11.7992953222109,19.4617691486924,3.238,2.274,4.358037578,62.00417537,33.63778706,0.3362,8.75520833333333,574119,0,0,99.6843766438716,0,0.252498684902683,6915.78202195058,212498,15.0425,844235.147347645,0.0682497449465336,291291,20.6,59.9,20.73515875,1943870,137.604,3.84,2864.48095828823,181,135.018503502649
URY,UY,Uruguay,2013,60.544,45.419,60.931,53.34,67.777,55.333,75.277,12.1212121212121,NA,NA,84.295,75.976,80.82,72.968,0.974470019340515,NA,21.2925270537088,23.3707872699062,8.224,5.009,80.44019719,10.14028099,9.419521815,4.10873189,4.45632526030369,826962,0,70.377358490566,0.00857632933104631,0,15.8576329331046,3040.35139060728,737078,22.033,275983905.816394,5.39140038055733,1048450,31.3,57.69,26.5834499055,5267950,157.471,92.2,27560.7509796472,386,115.384488916961
VCT,VC,St. Vincent and the Grenadines,2013,64.05,37.579,67.965,53.382,59.548,53.129,75.844,13.0434782608696,0.4,0.2,82.432,71.439,73.626,67.221,0.961700022220612,0.974259972572327,17.8317263544536,21.4113556442373,17.126,20.841,0,99.97647612,0.023523877,0.0079,7.9,16826,0,16.179680349222,0,0,83.7147081602478,NA,14604,13.5053,9916957.17777778,4.88110713016347,19069,17.6,43.5,8.2312587352,125378,115.946,0.1,924.769963471586,7,64.733897443011
VEN,VE,"Venezuela, RB",2013,94.666,26.171,50.513,38.579,52.85,49.084,76.672,16.969696969697,0.1,0.2,79.871,66.266,77.473,68.94,0.986890017986298,1.02929997444153,31.3657306341944,31.876051272351,8.605,6.834,73.85211016,22.64179296,3.506096887,22.6211,2.81007453416149,1441673,0,67.7838899165936,17.1161522733911,0,15.025313990848,3259.2723543753,2233430,7.46662,83000000,3.74548736462094,7773780,26,54.9,22.7834538203,30896100,103.289,805,26912.0978672313,443,14.8100116213459
VGB,VG,British Virgin Islands,2013,16.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.314,73.825,0.957599997520447,0.998839974403381,NA,NA,NA,NA,NA,NA,NA,NA,NA,27154.4,0,0,0,0,99.3534700474795,NA,6182,19.4997,NA,NA,12080,38.1,NA,3.8817657118,53406,168.457,NA,NA,260,8201.11661356969
VIR,VI,Virgin Islands (U.S.),2013,42.842,31.285,35.899,33.553,61.734,52.087,62.411,NA,NA,NA,71.441,66.335,82.2,75.4,NA,NA,4.82320020351056,9.48448798693725,13.541,11.622,NA,NA,NA,NA,NA,NA,0,0,0,0,99.7910710358478,NA,9100,8.82151,NA,NA,76000,73.7,45.3,5.8614980122,NA,NA,NA,NA,73,675.669421793578
ABW,AW,Aruba,2014,34.863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.124,72.245,0.968640029430389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29628,0,0,0,0,82.3997905256497,NA,19200,18.5735,25039812.483753,1.22530680144563,35000,33.9,83.78,7.9110404862,139700,135.142,NA,NA,59,552.398251050961
ARG,AR,Argentina,2014,66.613,30.599,46.228,38.586,55.135,47.418,72.007,36.5758754863813,0.1,0.1,78.646,66.942,79.15,73.303,0.997940003871918,1.03122997283936,17.1992995902545,22.1853599325391,8.394,6.494,73.92800424,15.48438327,10.58761249,37.69,12.9075342465753,1738744,2.19446368779587,29.8955086017781,49.2769310703152,3.97904399030135,13.4828541738829,3036.20733612121,6519460,15.153,1443464924.46564,10.7750437433971,9822470,22.8,64.7,33.3707108156,61234200,142.325,292,6786.89843181042,3837,89.1826345303307
ATG,AG,Antigua and Barbuda,2014,34.168,NA,NA,NA,NA,NA,NA,11.1111111111111,0.2,0.2,NA,NA,80.138,73.438,0.949919998645782,0.97434002161026,NA,NA,NA,NA,15.65217391,62.60869565,21.73913043,0.0044,8.46153846153846,14443,0,0,0,0,99.812850904554,NA,10754,12.1151,8033616.12962963,0.865153843129415,19915,22.4,67.78,5.3190900457,120041,135.235,0.052,585.816481721399,72,811.130513152707
BHS,BS,"Bahamas, The",2014,33.861,45.009,64.281,54.603,74.212,66.391,79.005,13.1578947368421,0.5,0.7,86.01,79.899,77.749,70.407,NA,NA,7.65355573086892,20.4169844902111,14.636,13.032,NA,NA,NA,NA,NA,1465283,0,0,0,0,99.8238780328365,NA,77168,20.1853,NA,NA,125658,32.9,76.92,26.0233703523,314842,82.3551,0.7,1831.03233603105,274,716.718371532156
BLZ,BZ,Belize,2014,71.121,34.312,61.44,47.94,49.446,47.392,79.601,3.125,0.4,0.3,82.083,65.742,74.552,68.779,0.953360021114349,0.990170001983643,23.6842654206388,23.9575274423402,14.073,4.771,67.72277228,11.28712871,20.99009901,0.101,0.661861074705111,43593,0,65.2727550552641,0,0,9.91697651912596,NA,9900,2.8373,10414930,2.10694511631605,22700,6.51,38.7,8.7070265237,172300,49.3805,15.26,43734.5775428963,295,845.458740180498
BOL,BO,Bolivia,2014,74.011,37.879,50.956,44.5,58.705,57.169,78.178,53.0769230769231,0.1,0.1,79.762,69.346,69.3,64.797,0.976909995079041,0.983799993991852,63.7058664627652,48.1958106174192,2.896,1.386,89.46326792,9.045677615,1.491054465,2.1461322,0.707127578253707,NA,0,27.1270185586888,69.0648348999759,0,2.19329959026271,695.278631321477,172783,1.59263,88750763.723017,7.44651900439629,876111,8.08,34.6016,NA,10450300,96.3264,303.5,27975.2173678998,198,18.250718414643
BRA,BR,Brazil,2014,63.365,47.015,63.039,55.128,58.241,52.714,75.858,9.94152046783626,NA,NA,81.052,69.534,78.273,71.462,0.948130011558533,1.01811003684998,21.0823051323231,28.328224064958,8.326,5.616,54.23650623,25.08073197,20.6827618,65.022,1.14859565447801,9436275,4.42125529973703,62.6306485804755,14.057049321097,2.57909354371277,6.29981081951377,2690.2149503596,23968400,11.9791,1446455332.25,3.66210415949383,44128200,22.1,54.551,36.5000823136,280729000,140.305,5661,28292.957527023,22778,113.841545053971
BRB,BB,Barbados,2014,45.632,46.1,47.09,46.594,74.976,63.225,69.834,16.6666666666667,0.3,0.6,78.955,76.888,78.055,73.629,1.00442004203796,1.01625001430511,10.7058859464247,20.7789218469471,12.646,11.686,67.65432099,24.69135802,7.654320988,0.07,87.5,78432,0,0,0,0,99.0200644234874,NA,77730,27.9255,12958419.515,0.940522600244444,135775,48.8,71.9,7.6057603609,305456,109.739,0.08,287.410004742265,136,488.597008061851
CHL,CL,Chile,2014,44.06,31.027,42.155,36.701,56.719,50.159,73.989,15.8333333333333,0.1,0.2,79.493,68.141,81.983,77.414,0.96943998336792,0.989369988441467,22.3867034349995,19.4476145646012,7.065,6.079,89.19962889,3.89725367,6.903117439,35.368,3.99638418079096,3957585,36.7560386132037,32.6473789097282,14.4333102483287,0,5.50506692295733,3716.31635234613,2489720,13.9369,342669388.91258,3.51650624239058,3427750,19.2,61.11,29.0461566607,23680700,132.56,885,49540.4354912158,2933,164.183160786142
COL,CO,Colombia,2014,73.82,42.723,60.15,51.548,59.286,55.003,79.514,19.8795180722892,0.1,0.2,82.975,70.979,78.924,73.002,0.968200027942657,1.02436995506287,47.8485029071923,47.2497297007802,11.303,6.99,74.71249581,16.32427703,8.963227157,19.02606,0.886995804195804,3409344,7.7245610085547,67.3542323277803,20.0388338586222,0,2.87595677622692,1383.42975429261,5028600,10.799,600856204.101563,7.04590803186193,7180940,15.4,52.5681,39.331980584,55330300,118.823,2145,46064.2164383367,2571,55.2126342484679
CRI,CR,Costa Rica,2014,59.653,38.693,57.345,48.207,56.39,51.34,77.538,33.3333333333333,0.1,0.3,82.333,69.233,82.86,77.553,0.991289973258972,1.02211999893188,25.1846838832861,27.5837741144541,10.48,7.136,70.6281589,23.02733948,6.344501625,2.74369,2.42804424778761,1298579,0,65.743368894979,0,0,10.2084760692963,1954.010378176,516337,10.8312,849129591.486417,11.9492755047392,881217,18.5,53,19.5943100836,7020410,147.267,113,23704.0443085226,1463,306.893954189102
CUB,CU,Cuba,2014,49.369,34.162,46.857,40.682,51.738,42.997,67.318,48.8562091503268,0.1,0.3,77.987,64.828,79.981,75.728,0.950600028038025,0.982819974422455,14.8123591437455,21.1231129671406,3.126,2.42,64.93749102,24.42879724,10.63371174,6.958,18.2528856243442,230836,0,0.537023649695342,14.4273468966229,0,81.5553031085407,1453.59977493792,7793,0.0690515,NA,NA,1264820,11.2,29.0702,8.3831797102,2530750,22.4243,38.12,3377.70334779845,1,0.0886071182528448
CUW,CW,Curacao,2014,31.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.051,72.454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89193,0,0,0,0,83.256880733945,4983.6763753215,38663,23.4283,33134078.2122905,2.01403816179541,61130,37,NA,8.8474098584,192569,116.689,NA,NA,227,1455.97752535133
CYM,KY,Cayman Islands,2014,18.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.403,75.426,1.00307357311249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46720,0,0,0,0,100,NA,23469,39.011,NA,NA,32903,54.7,74.1,2.0087953502,91059,151.361,NA,NA,264,4388.29787234043
DMA,DM,Dominica,2014,41.661,NA,NA,NA,NA,NA,NA,12.9032258064516,0.2,0.3,NA,NA,73.95,68.671,1.0050300359726,0.995760023593903,NA,NA,NA,NA,5,95,0,0.02,10,7744,0,29.6353612535061,0,0,69.4361156784989,NA,10785,15.3255,3531723.89259259,1.51020963815724,16449,23.4,57.5,4.4858031691,73886,104.992,0.2,2841.99906214031,16,227.359924971225
DOM,DO,Dominican Republic,2014,85.739,29.149,52.235,40.869,48.632,45.368,74.031,20.7650273224044,0.5,0.4,76.514,62.542,76.756,69.686,0.906599998474121,0.985199987888336,27.5532020106613,49.2818427702264,9.71,4.842,82.74438892,9.83491152,7.420699556,7.137,30.3702127659574,1265132,14.1259393021495,7.40373973320906,24.9490301159201,0,51.5756975592707,1452.76131284797,599996,5.81644,192700000,2.73189957043821,1226110,11.9,49.58,27.7960592424,8303540,80.4955,23.5,2278.1189678318,348,33.7355489704453
ECU,EC,Ecuador,2014,80.423,28.368,51.513,40.134,50.311,47.689,77.853,41.6058394160584,0.2,0.3,80.275,65.279,78.618,73.658,1.00327003002167,1.02267003059387,48.9629071964649,33.784320990376,4.142,3.066,81.4277072,13.0369026,5.5353902,9.9158,2.24136528028933,1772533,0,47.1365095038262,9.30222990208179,0,41.5247264050029,1367.6850893077,1319630,8.2296,110543419.07,4.69939985030356,2441690,15.2,45.5904,22.0757895852,16605700,103.559,442.4,27589.4342943653,665,41.4714597779225
GRD,GD,Grenada,2014,37.647,NA,NA,NA,NA,NA,NA,33.3333333333333,NA,NA,NA,NA,77.859,72.475,0.981710016727448,0.980840027332306,NA,NA,NA,NA,14.89361702,85.10638298,0,0.0141,7.05,16100,0,0,0,0,99.4221668742217,NA,18811,16.4818,9626940.26296296,2.22950884396695,27279,23.9,51.6,7.1110505942,117151,102.645,0.2,1752.35692005748,20,175.235692005748
GTM,GT,Guatemala,2014,87.065,32.645,70.179,51.604,41.415,39.978,82.279,13.2911392405063,0.1,0.1,83.878,62.304,73.625,68.292,0.970529973506927,0.9619500041008,46.061738193542,33.625903648622,3.39,2.378,56.73716194,25.11958124,18.14325682,3.3241,3.04404761904762,1263476,21.051208077894,44.076812116841,0,0,11.7562206996033,587.690448595419,433734,2.76586,644805270,20.1715079709762,1718300,11,23.4,21.576685466,16911800,107.844,109.2,6963.5196383051,360,22.9566581482586
GUY,GY,Guyana,2014,80.206,37.883,59.536,48.643,43.672,40.924,70.435,31.3432835820896,0.3,0.2,73.858,58.425,71.173,63.843,NA,NA,33.3461476854077,28.2011726711191,15.147,11.096,94.34484668,4.243095452,1.412057867,1.4447,0.599460580912863,48735,0,0,0,0,92.1609781928465,NA,45225,5.99619,9065000,5.01269718544193,159729,21.2,32,9.0868965974000009,566905,75.1635,241,319531.60114501,11,14.5844299277806
HND,HN,Honduras,2014,89.442,34.518,72.343,53.794,47.367,46.004,82.297,25.78125,0.1,0.1,83.612,65.572,73.527,68.691,NA,NA,49.6254081563902,33.1056477360884,9.408,5.776,73.30429372,19.60174238,7.093963908,1.607,1.77255680564747,682857,1.50929727119053,31.574498913306,0,0,57.944940835547,663.788923949165,157852,1.7417,240888895.486044,9.00041775905873,527339,5.82,23,14.0202181328,7725090,85.2365,90.66,10003.1755061887,144,15.888564668996
HTI,HT,Haiti,2014,58.978,32.8,38.426,35.62,63.452,61.7,70.22,4.21052631578947,0.8,0.5,70.722,67.065,65.625,60.402,NA,NA,83.4470379461869,66.3651888259671,16.718,11.078,83.37931034,13.10344828,3.517241379,1.45,11.1478434689014,175307,0,8.70406189555126,0,0,91.1992263056093,84.7373071177892,0,0,27000000,3.85061413266651,41000,0.395,11.4,9.3293994197,6769310,65.2575,13.007,1253.90006107063,25,2.41004855283815
JAM,JM,Jamaica,2014,47.584,27.064,38.38,32.82,58.24,54.469,70.898,12.6984126984127,0.5,0.5,73.318,65.707,74.441,70.276,NA,NA,30.0913797885783,43.1385591337258,11.65,6.979,18.81443299,19.32989691,61.8556701,1.55,14.3213526748591,1638113,0,3.29776915615907,0,0,93.0164888457808,1081.34266893697,151554,5.42475,122691107.978321,4.15591438826429,254500,9.11,40.4027,23.2341600695,3005490,107.579,10.823,3874.0058609417,245,87.6957808307045
KNA,KN,St. Kitts and Nevis,2014,40.821,NA,NA,NA,NA,NA,NA,6.66666666666667,0.1,0.5,NA,NA,74.959,67.894,0.995869994163513,0.979680001735687,NA,NA,NA,NA,1.282051282,98.71794872,0,0.0122,50.8333333333333,12909,0,0,0,0,95.3011187812426,NA,14018,29.7692,6381325.55555556,1.21402403241488,19400,41.2,65.4,4.7570085411,65000,138.036,0.024,509.673172078405,61,1295.41931236595
LCA,LC,St. Lucia,2014,38.71,59.629,62.008,60.846,69.992,63.394,75.275,16.6666666666667,0.1,0.1,79.736,74.88,75.833,69.731,0.955075204372406,NA,17.250955566173,26.5488244379612,23.444,20.013,70.86247086,29.13752914,0,0.0429,14.3,41521,0,0,0,0,99.9578492584104,NA,28199,16.1935,16166066.6666667,1.95534663720632,32832,18.9,53.2,7.529065893,188351,108.162,0.3,1722.77159494194,25,143.564299578495
MAF,MF,St. Martin (French part),2014,18.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.432,76.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,98.665385976442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,53.4045393858478
MEX,MX,Mexico,2014,74.356,32.06,58.84,45.493,46.606,43.55,78.796,37.4,0.1,0.3,82.268,63.801,76.886,71.877,0.994470000267029,1.02283000946045,30.4759651229179,26.3167700752524,4.857,4.796,76.72019969,14.18782084,9.091979466,84.93,20.7652811735941,5071720,11.2376656329292,12.8997164132075,57.0364350984262,3.20967180218577,10.9474452312642,2167.59696000462,13032500,10.88,972445637,3.11119042926393,18559700,15.5,44.3857,40.0565760249,104948000,87.6145,409,3414.47195637831,4930,41.1573270047557
NIC,NI,Nicaragua,2014,103.165,32.257,70.84,51.659,50.444,47.938,83.151,42.3913043478261,NA,NA,84.914,67.257,75.564,69.934,0.935280561447144,NA,48.0762650230479,35.9681608766818,5.621,3.842,81.0944599,16.51660867,2.38893143,1.413090455,0.904609471224634,116312,0,8.88439046333783,0,0,46.1088618983356,555.510499313277,111409,1.83646,154900000,12.9742859535975,339629,5.6,17.6,7.9719890693,7067860,116.507,156.21,25749.6424622335,101,16.6488309883208
PAN,PA,Panama,2014,90.163,32.425,57.394,45.137,54.969,50.662,80.93,19.2982456140351,0.3,0.7,84.749,69.907,80.685,74.122,0.976509988307953,1.01640999317169,27.7356594540276,31.1751429639579,5.62,3.611,38.76446591,60.6943635,0.541170594,1.2011,0.879282576866764,6773865,7.39743727791537,54.2048024119737,0,0,36.8041348121029,2073.68719362627,310065,7.96652,315300000,2.75669720920473,588397,15.1,44.9238,42.4348955771,6906090,177.439,136.6,35096.725393303,1283,329.642010831682
PER,PE,Peru,2014,57.045,59.107,69.276,64.136,73.084,69.302,84.952,22.3076923076923,0.1,0.1,88.338,80.685,77.576,73.07,1.00220000743866,0.994889974594116,55.9548791960434,42.1075290328118,3.404,3.046,86.34594952,5.864658415,7.789392069,27.8192,1.69525898842169,2241216,0.715129248130167,48.5478721077724,45.6917289944452,0,1.22468617416787,1351.34928724851,1767060,5.86754,140746525.801549,2.56372593852524,3032560,10.1,40.2447,30.8695086756,31880000,105.858,1641,54489.6228315305,1130,37.5217999997742
